team,name,display-name,image-url,role
Barca Femeni,Esmee Brugts,Brugts,https://img.uefa.com/imgml/TP/players/28/2026/324x324/250126826.jpg,outfield
Barca Femeni,Celia Segura,Segura,https://img.uefa.com/imgml/TP/players/28/2026/324x324/250178959.jpg,outfield
Barca Femeni,Laia Martret,Martret,https://img.uefa.com/imgml/TP/players/28/2026/324x324/250165702.jpg,outfield
Barca Femeni,Natalia Escot,Escot,https://img.uefa.com/imgml/TP/players/28/2026/324x324/250185752.jpg,outfield
Italy,Gianluigi Donnarumma,Donnarumma,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250078922.jpg,goalkeeper
Italy,Alex Meret,Meret,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250066753.jpg,goalkeeper
Italy,Marco Carnesecchi,Carnesecchi,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250105612.jpg,goalkeeper
Italy,Guglielmo Vicario,Vicario,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250178594.jpg,goalkeeper
Italy,Davide Zappacosta,Zappacosta,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250064232.jpg,outfield
Italy,Raoul Bellanova,Bellanova,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250091828.jpg,outfield
Italy,Federico Dimarco,Dimarco,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250056189.jpg,outfield
Italy,Alessandro Buongiorno,Buongiorno,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250088491.jpg,outfield
Italy,Leonardo Spinazzola,Spinazzola,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250020885.jpg,outfield
Italy,Federico Gatti,Gatti,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250172907.jpg,outfield
Italy,Destiny Udogie,Udogie,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250128956.jpg,outfield
Italy,Matteo Gabbia,Gabbia,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250091198.jpg,outfield
Italy,Riccardo Calafiori,Calafiori,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250113392.jpg,outfield
Italy,Daniele Rugani,Rugani,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250024963.jpg,outfield
Italy,Luca Ranieri,Ranieri,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250135208.jpg,outfield
Italy,Andrea Cambiaso,Cambiaso,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250163623.jpg,outfield
Italy,Diego Coppola,Coppola,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250166173.jpg,outfield
Italy,Alessandro Bastoni,Bastoni,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250091199.jpg,outfield
Italy,Giovanni Di Lorenzo,Di Lorenzo,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250064229.jpg,outfield
Italy,Gianluca Mancini,Mancini,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250075982.jpg,outfield
Italy,Manuel Locatelli,Locatelli,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250066747.jpg,outfield
Italy,Samuele Ricci,Ricci,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250117839.jpg,outfield
Italy,Nicolò Rovella,Rovella,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250118783.jpg,outfield
Italy,Davide Frattesi,Frattesi,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250088150.jpg,outfield
Italy,Sandro Tonali,Tonali,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250117809.jpg,outfield
Italy,Cesare Casadei,Casadei,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250139156.jpg,outfield
Italy,Bryan Cristante,Cristante,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250041741.jpg,outfield
Italy,Riccardo Orsolini,Orsolini,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250112400.jpg,outfield
Italy,Nicolò Barella,Barella,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250066739.jpg,outfield
Italy,Nicolò Cambiaghi,Cambiaghi,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250135467.jpg,outfield
Italy,Matteo Politano,Politano,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250050381.jpg,outfield
Italy,Mateo Retegui,Retegui,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250183519.jpg,outfield
Italy,Giacomo Raspadori,Raspadori,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250105617.jpg,outfield
Italy,Roberto Piccoli,Piccoli,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250107691.jpg,outfield
Italy,Gianluca Scamacca,Scamacca,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250076743.jpg,outfield
Italy,Moise Kean,Kean,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250087919.jpg,outfield
Italy,Pio Esposito,Esposito,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250163404.jpg,outfield
Italy,Lorenzo Lucca,Lucca,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250164476.jpg,outfield
Italy,Mattia Zaccagni,Zaccagni,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250150875.jpg,outfield
Italy,Daniel Maldini,Maldini,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250144618.jpg,outfield
France,Brice Samba,Samba,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250059123.jpg,goalkeeper
France,Mike Maignan,Maignan,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250042780.jpg,goalkeeper
France,Lucas Chevalier,Chevalier,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250135068.jpg,goalkeeper
France,Malo Gusto,Gusto,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250134145.jpg,outfield
France,Lucas Digne,Digne,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250014002.jpg,outfield
France,Dayot Upamecano,Upamecano,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250079545.jpg,outfield
France,Jules Koundé,Koundé,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250096309.jpg,outfield
France,Benjamin Pavard,Pavard,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250081921.jpg,outfield
France,Ibrahima Konaté,Konaté,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250091013.jpg,outfield
France,William Saliba,Saliba,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250127439.jpg,outfield
France,Lucas Hernández,L. Hernández,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250063803.jpg,outfield
France,Theo Hernández,T. Hernández,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250076126.jpg,outfield
France,Khephren Thuram,K. Thuram,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250106722.jpg,outfield
France,Eduardo Camavinga,Camavinga,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250128270.jpg,outfield
France,Manu Koné,Koné,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250132062.jpg,outfield
France,Aurélien Tchouaméni,Tchouaméni,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250105244.jpg,outfield
France,Michael Olise,Olise,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250171184.jpg,outfield
France,Désiré Doué,Doué,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250162177.jpg,outfield
France,N'Golo Kanté,Kanté,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250097248.jpg,outfield
France,Adrien Rabiot,Rabiot,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250053905.jpg,outfield
France,Rayan Cherki,Cherki,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250124063.jpg,outfield
France,Warren Zaïre-Emery,Zaïre-Emery,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250153849.jpg,outfield
France,Ousmane Dembélé,Dembélé,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250066886.jpg,outfield
France,Christopher Nkunku,Nkunku,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250076654.jpg,outfield
France,Kingsley Coman,Coman,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250054949.jpg,outfield
France,Florian Thauvin,Thauvin,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250050319.jpg,outfield
France,Hugo Ekitiké,Ekitiké,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250144643.jpg,outfield
France,Marcus Thuram,M. Thuram,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250068805.jpg,outfield
France,Kylian Mbappé,Mbappé,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250076574.jpg,outfield
France,Maghnes Akliouche,Akliouche,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250160436.jpg,outfield
France,Jean-Philippe Mateta,Mateta,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250106635.jpg,outfield
France,Bradley Barcola,Barcola,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250134138.jpg,outfield
Brazil,Alisson,Alisson,,goalkeeper
Brazil,Bento,Bento,,goalkeeper
Brazil,Ederson,Ederson,,goalkeeper
Brazil,Bremer,Bremer,,outfield
Brazil,Danilo,Danilo,,outfield
Brazil,Wesley Franca,Franca,,outfield
Brazil,Roger Ibanez,Ibanez,,outfield
Brazil,Gabriel Magalhaes,Gabriel,,outfield
Brazil,Marquinhos,Marquinhos,,outfield
Brazil,Leo Pereira,Leo Pereira,,outfield
Brazil,Alex Sandro,Alex Sandro,,outfield
Brazil,Douglas Santos,Douglas,,outfield
Brazil,Casemiro,Casemiro,,outfield
Brazil,Fabinho,Fabinho,,outfield
Brazil,Gabriel Sara,Sara,,outfield
Brazil,Andrey Santos,Andrey,,outfield
Brazil,Matheus Cunha,Cunha,,outfield
Brazil,Endrick,Endrick,,outfield
Brazil,Joao Pedro,Joao Pedro,,outfield
Brazil,Vinicius Junior,Vinicius,,outfield
Brazil,Luiz Henrique,LuizHenrique,,outfield
Brazil,Gabriel Martinelli,Martinelli,,outfield
Brazil,Raphinha,Raphinha,,outfield
Brazil,Rayan,Rayan,,outfield
Brazil,Richarlison,Richarlison,,outfield
Brazil,Igor Thiago,Igor Thiago,,outfield
Hungary,Ármin Pécsi,Pécsi,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250168556.jpg,goalkeeper
Hungary,Dénes Dibusz,Dibusz,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250040465.jpg,goalkeeper
Hungary,Patrik Demjén,Demjén,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250065166.jpg,goalkeeper
Hungary,Balázs Tóth,Balázs Tóth,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250087779.jpg,goalkeeper
Hungary,Péter Szappanos,Szappanos,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250021965.jpg,goalkeeper
Hungary,Attila Osváth,Osváth,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250087296.jpg,outfield
Hungary,Attila Mocsi,Mocsi,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250107349.jpg,outfield
Hungary,Botond Balogh,Balogh,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250118984.jpg,outfield
Hungary,Attila Szalai,Szalai,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250079300.jpg,outfield
Hungary,Gábor Szalai,G. Szalai,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250185815.jpg,outfield
Hungary,Willi Orbán,Orbán,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250051754.jpg,outfield
Hungary,Loïc Négo,Négo,https://img.uefa.com/imgml/TP/players/17/2026/324x324/1908198.jpg,outfield
Hungary,Milos Kerkez,Kerkez,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250163153.jpg,outfield
Hungary,Bendegúz Bolla,Bolla,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250110986.jpg,outfield
Hungary,Márton Dárdai,M. Dárdai,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250123798.jpg,outfield
Hungary,Ádám Nagy,Á. Nagy,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250083472.jpg,outfield
Hungary,Dániel Gazdag,Gazdag,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250056177.jpg,outfield
Hungary,Tamás Nikitscher,Nikitscher,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250131992.jpg,outfield
Hungary,Áron Csongvai,Csongvai,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250155120.jpg,outfield
Hungary,Bence Ötvös,Ötvös,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250174408.jpg,outfield
Hungary,Milán Vitális,Vitális,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250126069.jpg,outfield
Hungary,Dominik Szoboszlai,Szoboszlai,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250104066.jpg,outfield
Hungary,András Schäfer,Schäfer,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250115077.jpg,outfield
Hungary,Callum Styles,Styles,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250171195.jpg,outfield
Hungary,Zsolt Nagy,Z. Nagy,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250138421.jpg,outfield
Hungary,Bence Dardai,B. Dardai,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250180785.jpg,outfield
Hungary,Alex Tóth,A. Tóth,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250183034.jpg,outfield
Hungary,Zsombor Gruber,Gruber,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250156919.jpg,outfield
Hungary,Rajmund Molnár,Molnár,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250118996.jpg,outfield
Hungary,Barna Tóth,Barna Tóth,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250187264.jpg,outfield
Hungary,Dániel Lukács,Lukács,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250120385.jpg,outfield
Hungary,Barnabás Varga,Varga,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250183450.jpg,outfield
Hungary,Roland Sallai,Sallai,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250065179.jpg,outfield
Hungary,Damir Redzic,Redzic,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250141424.jpg,outfield
Spain,David Raya,Raya,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250171278.jpg,goalkeeper
Spain,Álex Remiro,Remiro,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250066244.jpg,goalkeeper
Spain,Unai Simón,Simón,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250076116.jpg,goalkeeper
Spain,Dani Carvajal,Carvajal,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250024448.jpg,outfield
Spain,Robin Le Normand,Le Normand,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250112513.jpg,outfield
Spain,Alejandro Grimaldo,Grimaldo,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250042422.jpg,outfield
Spain,Daniel Vivian,Vivian,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250194503.jpg,outfield
Spain,Dean Huijsen,Huijsen,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250194474.jpg,outfield
Spain,Pedro Porro,Porro,https://img.uefa.com/imgml/TP/players/17/2026/324x324/150562676.jpg,outfield
Spain,Aymeric Laporte,Laporte,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250027046.jpg,outfield
Spain,Pau Cubarsí,Cubarsí,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250176453.jpg,outfield
Spain,Marc Cucurella,Cucurella,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250076168.jpg,outfield
Spain,Pablo Barrios,Barrios,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250139036.jpg,outfield
Spain,Marcos Llorente,Llorente,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250079670.jpg,outfield
Spain,Mikel Merino,Merino,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250080572.jpg,outfield
Spain,Fabián Ruiz,Fabián,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250115436.jpg,outfield
Spain,Rodri,Rodri,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250082664.jpg,outfield
Spain,Álex Baena,Baena,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250106963.jpg,outfield
Spain,Pablo Fornals,Fornals,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250092715.jpg,outfield
Spain,Nico Williams,Williams,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250163185.jpg,outfield
Spain,Martin Zubimendi,Zubimendi,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250143679.jpg,outfield
Spain,Aleix García,Aleix García,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250065301.jpg,outfield
Spain,Pedri,Pedri,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250143693.jpg,outfield
Spain,Mikel Oyarzabal,Oyarzabal,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250097180.jpg,outfield
Spain,Jorge De Frutos,De Frutos,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250211228.jpg,outfield
Spain,Samu,Samu,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250186228.jpg,outfield
Spain,Álvaro Morata,Morata,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250024456.jpg,outfield
Spain,Ferran Torres,Ferran,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250088320.jpg,outfield
Spain,Borja Iglesias,Iglesias,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250132180.jpg,outfield
Spain,Dani Olmo,Olmo,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250081720.jpg,outfield
Spain,Yeremy Pino,Pino,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250126916.jpg,outfield
Spain,Jesus Rodríguez,Jesus,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250197195.jpg,outfield
Spain,Lamine Yamal,Yamal,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250176450.jpg,outfield
Spain,Fermín López,Fermin,https://img.uefa.com/imgml/TP/players/17/2026/324x324/250164780.jpg,outfield
Spain,Mosquera,Mosquera, ,outfield
Spain,Soler,Soler, ,outfield
Spain,Barrenetxea,Barrenetxea, ,outfield

